submission_date,state,tot_cases,tot_death
12/1/21,MS,514639,10287
8/21/20,OK,56214,910
6/26/21,FL,2331031,37947
8/25/21,PA,1281588,28131
9/24/20,GA,327158,6822
2/20/21,WV,129364,2254
9/7/21,FL,3393622,53006
8/9/20,IA,48789,930
2/2/22,NY,2564939,26077
4/10/22,PW,4098,6
9/18/21,IN,929264,15147
2/10/20,SD,0,0
4/21/21,AS,0,0
7/3/21,TN,865854,12573
6/18/22,HI,290652,1462
10/4/21,UT,513509,2951
6/13/21,ND,110440,1520
4/16/21,WV,148071,2777
1/27/20,HI,0,0
9/4/20,SD,14596,170
1/21/22,AK,188612,1018
3/15/21,NY,966982,18431
10/31/20,AK,15398,116
1/16/22,HI,165622,1115
2/1/20,MS,0,0
3/21/21,FL,1972265,33600
5/27/22,SD,239704,2927
6/1/20,AL,18496,882
8/8/22,MP,12866,38
5/1/20,IA,7884,170
6/11/21,GU,8238,139
6/28/22,AL,1355164,19817
9/19/22,CO,1646832,13245
1/7/21,NY,614792,13425
11/15/21,PW,10,0
4/2/21,OH,1021718,18646
8/18/20,ND,8968,130
9/4/21,TN,1073887,13672
6/20/20,NYC,214750,22782
6/4/20,WA,22657,1138
4/5/21,ND,103974,1468
11/5/21,ND,151644,1791
4/17/20,SD,1411,7
8/15/21,GA,1265547,22002
5/14/22,RMI,17,0
6/4/22,NYC,2509242,40451
1/3/21,AL,370217,7429
3/17/20,MS,482,43
7/31/20,PR,7780,216
5/16/22,SD,238635,2917
5/3/20,CO,17183,842
7/15/20,AK,1631,25
12/26/21,PW,10,0
4/19/22,TX,6712347,86396
6/12/22,AS,6192,31
1/28/21,NM,171719,3125
10/20/20,WA,100903,2282
8/21/20,MA,115741,8918
10/4/21,MS,491724,9749
5/14/22,CO,1453047,12513
2/27/21,AS,4,0
2/26/21,MS,296028,7021
6/13/22,RMI,18,0
8/22/21,IN,822749,14256
3/2/20,CO,1,0
12/22/21,NM,341509,5701
8/3/21,AK,73257,384
11/17/20,GA,430571,9008
10/20/20,MA,145464,9812
7/24/20,NY,187258,8813
9/14/21,MP,256,2
3/31/21,TX,2783305,48724
8/16/22,PR,893232,4870
3/19/21,OH,997336,18347
6/1/20,PA,76344,5667
7/9/21,GA,1139396,21486
8/21/22,GU,57361,389
4/14/22,WA,1472945,12602
2/26/21,MA,577980,16129
6/13/20,AR,12095,177
5/28/20,AK,427,11
4/2/20,PA,7084,90
2/9/21,PR,97874,1886
8/20/21,TX,3411118,53738
3/16/21,AR,327456,5493
7/24/21,TX,3062715,51830
2/5/21,AL,469416,9868
5/28/21,CO,548294,6552
8/15/20,TN,128529,1326
4/3/21,CO,475321,6124
5/12/20,AS,0,0
3/7/20,IN,1,0
8/11/21,WV,171202,2974
4/6/20,PR,264,13
12/28/20,PR,77884,1469
6/30/20,PR,1958,141
2/18/21,IA,331221,5321
9/16/20,SD,17291,192
5/16/21,PW,0,0
12/31/21,UT,636992,3787
8/28/22,ND,264130,2348
6/11/20,HI,694,17
9/16/22,NYC,2845390,41791
11/6/20,MA,167274,10154
1/29/22,CO,1344563,11061
2/1/20,GA,0,0
2/9/21,UT,356040,1748
1/5/22,MP,3518,18
1/9/21,TN,635581,7618
5/30/20,WV,1989,75
8/16/22,KS,848139,8935
1/14/21,MP,128,2
2/27/20,UT,0,0
1/2/21,AK,46530,287
9/17/20,GA,315618,6474
5/19/20,TN,18112,301
11/30/21,WV,294794,4868
5/15/20,AS,0,0
11/19/20,RMI,4,0
10/25/21,AR,510406,8292
5/23/20,MP,22,2
7/19/22,MS,860767,12576
4/4/21,MA,643232,17330
1/10/21,MS,243061,6043
7/31/22,AL,1429011,20073
5/13/20,PR,987,109
6/5/22,TN,2071173,26491
6/3/21,AL,543939,11424
6/6/22,KS,789127,8943
6/21/21,MP,183,2
4/1/21,MS,306446,7201
1/28/20,AL,0,0
5/21/20,MA,90084,6594
4/13/20,AK,277,9
6/1/20,ND,2625,61
5/31/22,MA,1870836,20594
9/17/22,UT,1034616,5001
7/14/20,NY,183559,8756
6/27/22,HI,296007,1477
7/28/21,NY,1168983,19981
3/7/22,WA,1432096,12076
1/7/22,TX,4946867,75128
4/16/20,MA,32181,1763
8/28/21,NM,230267,4504
7/24/21,KS,327762,5240
3/25/21,GU,7796,134
5/28/22,AS,6130,31
12/5/20,OH,467432,6946
3/29/22,OH,2669698,37793
4/3/20,NM,495,10
9/14/22,NM,615162,8497
7/27/22,ND,256545,2307
8/28/21,AK,83250,427
2/1/21,SD,108315,1778
4/22/20,FL,27707,1095
8/18/21,GA,1287667,22103
10/19/21,AS,3,0
12/1/21,IN,1107189,17621
5/30/21,PW,0,0
5/28/21,IN,742910,13578
2/25/20,OK,14,0
3/25/22,WA,1451130,12432
3/12/20,NYC,172,1
1/18/21,OK,380210,5592
9/6/20,UT,55347,421
3/3/21,NYC,742175,29609
1/9/22,TX,5043610,75281
6/8/21,KS,315299,5100
8/15/20,GU,502,5
1/18/21,HI,23840,319
6/18/22,FL,6365370,75759
4/29/22,HI,241955,1406
12/30/21,CO,943979,10240
1/10/21,PR,85786,1630
7/3/22,ND,250319,2296
12/24/20,MA,341925,12125
8/7/22,AR,910808,11763
3/26/22,UT,927296,4702
11/28/21,OH,1677741,26483
10/9/21,GU,16170,212
3/20/21,GA,1044134,18530
4/21/22,FL,5899624,74138
11/11/21,OK,652735,11006
1/17/21,TN,676563,8355
12/2/20,AL,257658,5453
6/19/22,FL,6372158,75814
11/19/20,WV,37399,623
7/7/22,OK,1084914,14473
12/4/21,HI,85203,1021
10/3/21,IN,970038,15765
4/1/21,PW,0,0
1/30/22,MS,717666,10831
3/1/21,ND,99957,1447
6/18/21,PA,1215446,27553
2/8/22,SD,231379,2697
9/17/21,NYC,1064790,34067
4/24/20,MP,14,2
10/13/20,SD,29339,293
6/1/22,PW,5065,6
1/13/22,MA,1411613,20872
9/29/21,KS,408934,6051
10/19/20,TN,227505,2909
8/30/21,SD,131239,2067
3/22/22,PW,3976,6
8/13/22,KS,848139,8935
4/14/22,MP,11203,34
3/15/21,AL,507412,10812
5/27/22,FL,6136754,74841
11/24/21,PA,1704528,33101
11/29/21,RMI,4,0
9/23/20,RMI,0,0
1/13/21,PA,749858,18429
5/2/21,NY,1122872,19431
7/22/22,KS,827301,8966
6/5/21,CO,552097,6613
2/23/20,WV,0,0
6/4/22,GA,2571104,38242
5/26/22,FL,6125492,74814
4/10/20,MP,11,2
6/1/22,CO,1483685,12548
3/12/20,SD,8,1
1/4/22,GU,20088,273
2/22/21,AL,487403,10451
7/11/20,AS,0,0
9/11/20,TX,653265,15699
1/4/22,FL,4444783,63459
7/27/22,PW,5308,6
9/4/22,FL,7048430,80688
7/7/21,AS,0,0
7/6/20,WV,3442,95
9/6/21,WA,584109,6730
5/26/20,FL,51043,2468
9/28/21,TX,4023240,63245
9/16/22,TX,7827704,88954
9/29/20,HI,12373,134
8/29/20,MS,85396,2841
6/7/21,ND,110254,1516
8/9/22,AK,273674,1275
4/29/22,UT,932253,4747
11/18/20,NM,70451,1224
10/3/21,NYC,1090226,34308
4/27/22,CO,1432949,12142
8/17/22,AR,919632,11841
12/7/21,MA,951969,19567
9/1/21,MA,761906,18257
9/30/21,MS,489216,9646
2/7/20,AL,0,0
12/31/21,MA,1140614,20273
7/24/21,AL,567547,11683
8/29/21,IA,404071,6268
3/20/21,TX,2743179,48175
11/16/20,FL,879697,18753
7/10/20,GU,312,5
8/25/20,CO,56714,1926
11/12/21,NYC,1135743,34687
9/15/22,PW,5430,6
4/14/20,UT,2453,20
9/27/21,PW,7,0
1/15/21,IN,583553,9214
3/16/21,NM,188664,3748
9/3/21,AS,0,0
6/8/21,SD,124302,2023
12/5/21,SD,168271,2357
8/29/22,GU,57868,389
1/23/21,GA,862158,13246
9/20/20,AS,0,0
4/24/22,KS,773796,8597
7/8/20,WA,37807,1394
2/20/21,ND,99277,1438
6/19/21,AR,345383,5871
9/22/20,ND,18981,203
3/11/21,MS,301159,7110
1/20/21,UT,328308,1517
5/14/21,MS,315681,7374
1/5/22,FL,4510928,63546
1/28/22,AL,1207126,17774
8/22/20,GU,767,6
6/11/20,WV,2217,86
6/10/22,MS,814979,12480
3/19/21,NY,981148,18528
6/9/21,SD,124314,2023
7/13/20,PA,100375,6931
7/9/20,GU,310,5
2/25/20,RMI,0,0
7/9/20,TX,230346,4593
2/22/21,GA,987041,16835
3/16/20,KS,11,1
9/2/21,AK,86028,435
8/7/20,IA,47865,913
9/19/20,NM,27512,798
4/18/20,AR,1777,41
8/17/20,AK,4315,50
5/1/22,PW,4610,6
9/7/20,HI,9986,86
12/9/20,AL,281848,5787
12/9/20,TX,1418252,26080
7/5/22,FL,6534337,76738
10/7/20,WV,17139,369
10/6/20,PA,171211,8244
11/16/20,WV,34460,585
2/22/21,WA,334181,4857
6/30/22,SD,244523,2938
2/25/21,WV,130813,2290
6/26/20,RMI,0,0
1/22/22,AK,188612,1018
8/7/21,KS,340416,5306
8/3/22,MS,880758,12675
6/25/21,HI,36198,511
9/4/20,GA,290938,5931
11/10/21,CO,782034,8551
8/31/20,WV,10250,214
5/17/20,CO,22406,1215
7/29/21,SD,125269,2043
9/6/21,ND,119963,1564
10/29/20,TX,886820,19236
7/26/20,GA,171200,3498
3/7/20,NY,28,0
5/16/21,KS,311949,5038
2/28/22,SD,235882,2805
6/16/20,ND,3124,74
5/9/21,ND,108526,1499
5/5/21,RMI,4,0
11/27/20,KS,153021,1529
9/7/21,KS,381703,5678
7/22/21,FL,2486242,39049
10/27/20,WA,106075,2337
3/21/22,NM,516512,7157
3/27/21,HI,29426,459
10/15/21,CO,708598,7864
3/29/20,TX,2552,69
7/8/22,TN,2141823,26769
7/15/20,GU,314,5
8/16/20,AR,52665,599
5/16/21,OK,451655,7287
3/20/22,NY,2653125,27179
5/26/20,MP,22,2
6/13/20,GU,182,5
4/16/20,RMI,0,0
11/13/20,KS,115507,1259
6/22/21,AL,546993,11503
8/3/20,RMI,0,0
2/8/21,NY,846873,16925
8/4/21,TX,3166130,52221
2/11/21,FL,1777725,30421
6/12/20,AL,24365,1054
5/5/20,IN,21033,1317
7/31/22,RMI,64,0
4/21/20,FL,27014,1050
1/30/22,GU,32331,290
3/17/21,TN,787918,11650
11/7/20,NY,255780,9340
7/21/22,PR,827224,4708
7/15/22,UT,997556,4869
2/27/20,MS,0,0
6/7/20,RMI,0,0
6/22/20,WV,2571,90
8/9/22,ND,260143,2326
9/8/22,IA,847235,9968
8/22/22,NYC,2796971,41461
1/14/21,SD,104512,1614
3/4/21,MP,144,2
8/7/22,PA,3112328,46298
1/14/22,MS,634628,10625
9/11/21,TN,1137351,13949
11/30/21,OK,667512,11269
7/26/21,WV,166108,2936
1/6/22,AK,155871,947
9/2/20,AR,62112,841
1/13/22,RMI,7,0
9/16/21,AK,95132,453
3/1/20,SD,0,0
6/14/20,WA,25659,1217
6/19/21,MA,709323,17965
1/23/20,RMI,0,0
7/22/20,WV,5461,102
10/7/20,AK,8914,77
12/10/21,GU,19307,267
5/2/22,AR,835983,11394
9/16/21,NM,243962,4661
8/11/21,AR,410832,6366
10/18/21,PR,183133,3198
9/12/22,ND,266273,2354
5/8/20,PW,0,0
10/24/21,RMI,4,0
1/24/22,OK,922874,12044
5/14/22,NM,526137,7607
8/31/21,FL,3283398,50401
9/9/21,IN,894516,14751
8/26/20,MA,117085,8997
5/10/22,HI,246110,1416
2/11/20,AS,0,0
2/18/22,AS,57,0
9/2/21,OH,1235089,20866
10/16/21,AK,123369,610
1/28/20,TX,0,0
5/16/21,SD,123670,1991
11/12/20,IA,171243,1931
12/31/20,WV,85334,1338
6/27/21,OH,1110700,20281
3/31/22,AL,1294274,19568
3/18/20,IA,38,0
8/15/21,SD,126864,2052
5/17/22,WV,507238,6903
2/25/21,SD,111964,1872
5/22/22,IN,1721977,23681
4/20/21,ND,106218,1484
5/7/22,GU,48323,355
3/11/22,TN,2012508,25035
9/19/21,WV,223117,3370
4/28/21,WA,398913,5474
3/11/21,MA,597073,16615
7/9/20,WA,38445,1409
8/30/20,KS,41048,443
6/19/22,TX,6982294,86971
1/10/22,IA,619061,8019
4/8/20,KS,1076,39
6/5/21,OH,1104380,19980
7/25/21,PA,1225664,27827
7/12/20,MS,43131,1704
4/8/20,SD,393,6
5/5/22,MP,11281,34
8/28/21,TX,3547835,55251
3/9/20,GU,0,0
4/6/20,NYC,86981,5202
9/10/22,AK,280767,1304
9/30/20,GA,335717,7021
5/2/22,AS,5869,26
4/19/21,PR,125887,2207
9/19/20,TX,686068,16234
2/20/20,HI,0,0
4/6/20,AK,191,7
3/2/20,MS,0,0
5/6/22,AK,246345,1220
9/28/20,SD,21738,218
11/9/20,TX,1038964,20675
8/11/22,FL,6909389,79201
2/13/21,IN,648398,12113
12/8/21,PR,189226,3274
1/30/20,WA,1,0
6/12/21,PW,2,0
2/23/22,PA,2749536,43002
8/5/20,GA,206796,3984
1/24/20,MA,0,0
7/9/22,AK,264237,1252
11/11/20,IN,224374,4747
9/27/21,MS,486195,9538
3/28/20,RMI,0,0
8/4/21,GA,1199628,21735
11/8/21,TX,4245949,70766
3/24/20,RMI,0,0
11/8/21,MP,351,3
5/22/22,CO,1465909,12519
12/16/20,GA,560619,10228
10/25/20,NY,236909,9203
7/18/20,AK,1798,27
10/2/22,WV,600558,7416
7/6/20,AK,1168,18
3/22/22,ND,239537,2234
2/28/22,IN,1681685,22843
5/4/21,WV,154551,2695
4/29/20,MA,60265,3980
3/23/20,NM,83,0
9/3/21,WV,194505,3117
12/26/21,OH,1931908,28720
9/11/21,OH,1294162,21154
9/16/21,MP,258,2
7/18/20,CO,40493,1752
7/11/22,HI,305348,1512
4/18/21,RMI,4,0
3/7/21,MP,146,2
9/5/20,IN,98961,3343
5/3/22,OK,1041397,14271
10/21/21,FL,3654764,60857
1/27/22,MS,712133,10806
12/30/20,GA,654743,10846
3/5/22,NYC,2280648,39877
12/16/21,GU,19366,270
3/24/20,CO,926,11
3/18/22,IA,757551,9349
10/20/20,TX,833557,18294
9/11/22,GU,58269,394
3/27/21,UT,384173,2101
10/26/21,FL,3663452,61153
8/28/20,TX,601768,14508
8/14/21,GU,8981,143
2/6/22,NY,2584586,26285
7/11/22,CO,1569889,12842
10/26/21,NM,271898,5012
3/4/22,AR,822202,10681
12/19/20,PA,557426,13825
10/3/22,ND,269306,2375
5/24/22,IN,1724829,23682
5/14/22,AK,247865,1235
10/28/20,NYC,265267,23687
12/17/20,MP,113,2
3/1/22,SD,236056,2808
4/30/22,AL,1300269,19656
11/21/20,PA,310987,9801
4/6/22,MA,1706160,20134
2/24/21,IN,658916,12432
11/22/21,NM,305579,5277
3/14/21,MA,602308,16715
1/15/21,GU,7474,125
4/27/20,WV,1077,37
9/27/20,MA,130642,9435
1/21/21,HI,24663,325
5/21/22,PA,2887716,44923
5/15/21,AS,0,0
4/8/22,CO,1421867,11984
5/10/21,PW,0,0
9/14/22,FL,7086080,81136
10/18/20,NM,36788,881
5/27/20,OH,33439,2044
3/7/21,IN,668278,12703
12/21/21,RMI,4,0
11/4/21,PA,1580346,31783
9/25/21,ND,129330,1604
2/23/22,GU,43836,321
10/26/20,KS,78676,976
5/29/22,GU,48968,363
7/3/21,NY,1158044,19933
10/27/20,NY,238936,9226
3/13/22,MA,1680673,23751
7/11/22,IA,803961,9703
6/17/21,AK,67959,366
2/5/22,PA,2688808,41524
4/25/21,NY,1109400,19320
12/15/20,PA,517931,12890
8/2/20,IA,45492,876
5/17/22,MS,802794,12461
12/3/20,RMI,4,0
6/9/22,GU,49935,367
11/7/20,TN,272193,3541
8/7/22,AL,1442746,20146
8/25/21,TN,1005612,13256
7/29/22,WA,1735386,13619
3/11/20,PW,0,0
2/1/22,WV,448922,5778
8/27/20,RMI,0,0
9/6/20,WA,77776,1953
10/5/20,RMI,0,0
3/14/20,GA,139,1
12/10/20,IN,404944,6581
3/25/22,IA,758294,9402
11/2/21,HI,81689,908
11/18/20,CO,185972,2651
1/29/20,FL,0,0
3/15/21,PR,104607,2069
4/29/21,NY,1116926,19390
2/6/22,IA,729700,8657
2/11/20,TN,0,0
6/12/21,AL,545447,11467
5/1/21,AR,335968,5741
4/26/22,MA,1746596,20238
6/15/21,TX,2969037,51231
2/1/21,GA,912479,14242
9/2/20,TX,621667,14976
4/8/21,HI,30673,467
1/11/22,MP,3698,20
11/18/20,AR,137617,2275
1/9/22,NY,2222827,24200
1/28/21,ND,97458,1419
12/30/20,WA,241737,3420
10/1/21,IN,965982,15677
8/8/20,KS,30638,380
4/15/22,AL,1297022,19619
11/28/21,MP,692,3
4/12/20,KS,1377,57
1/10/21,OK,359445,5145
10/1/20,SD,23136,236
5/13/21,MP,170,2
1/6/21,WV,94678,1481
7/6/22,AL,1370815,19869
10/20/20,NM,37896,889
7/5/20,NM,13256,495
10/22/21,UT,538895,3128
2/29/20,SD,0,0
9/25/22,HI,334620,1667
4/23/22,KS,773796,8597
8/4/22,FL,6855044,78700
7/23/21,RMI,4,0
3/5/22,OH,2659138,37018
1/27/21,FL,1654373,28133
7/18/21,SD,124870,2040
12/15/20,GA,553995,10160
4/9/20,TX,10230,322
2/5/22,KS,744493,7716
10/16/20,PR,29804,755
2/13/20,NY,0,0
4/8/20,GA,10080,371
6/19/22,AS,6342,31
1/6/22,CO,1034653,10402
7/15/21,PA,1220724,27782
5/2/21,KS,309472,4982
12/8/20,AK,37254,240
1/22/22,NYC,2173212,37367
6/17/21,TN,862566,12513
6/25/22,IN,1764876,23855
4/2/22,WA,1457229,12510
2/8/20,MS,0,0
4/28/21,PA,1149301,26129
11/13/20,MP,100,2
7/24/21,TN,880744,12676
5/29/21,PA,1207248,27203
8/11/20,IN,75862,3051
7/23/22,AK,269068,1275
7/29/21,RMI,4,0
2/26/21,PW,0,0
8/21/22,RMI,9912,14
5/4/21,AS,0,0
2/2/20,MP,0,0
6/20/21,AL,546579,11493
8/21/20,PA,133190,7558
10/11/20,WA,95247,2190
6/22/22,AL,1344016,19793
3/31/20,AK,128,6
6/15/22,GA,2608172,38360
4/26/22,MS,797161,12436
1/23/22,SD,216656,2601
8/8/21,PA,1242271,27902
1/24/21,NY,766261,15501
4/7/22,WA,1465429,12554
8/10/21,FL,2837855,42524
2/2/20,KS,0,0
12/15/20,RMI,4,0
7/17/21,CO,567767,6878
5/22/20,MS,14623,908
6/5/21,IA,371956,6068
10/21/21,MS,500708,9977
10/9/20,PW,0,0
3/10/21,OH,983486,17825
8/14/20,PA,128364,7445
4/11/20,FL,18454,603
11/6/21,MP,343,3
2/21/22,AR,815299,10292
5/4/21,PR,134896,2332
3/12/22,NYC,2285511,39927
5/12/21,HI,33762,486
6/28/20,TN,39618,584
3/30/22,UT,927782,4714
4/10/21,TX,2816097,49145
5/27/20,SD,4710,54
7/27/22,IN,1823296,24086
12/11/20,MA,280436,11386
5/14/21,AS,0,0
7/2/21,OH,1112088,20344
5/28/21,AK,67403,362
10/22/20,NYC,260789,23657
5/7/20,UT,5794,61
3/17/20,PW,0,0
3/10/22,TX,6589275,84780
5/6/21,PW,0,0
7/14/21,TX,3014340,51549
4/20/21,GA,1086473,19798
11/4/20,NY,249422,9301
2/23/22,WA,1408878,11732
7/18/21,WA,460902,6042
5/26/22,IN,1727818,23692
1/23/21,SD,106963,1696
9/3/20,NM,25812,749
9/7/21,RMI,4,0
12/6/20,PA,428308,11331
4/13/21,WA,378083,5340
9/29/21,PW,7,0
9/2/21,SD,133372,2071
12/22/21,RMI,4,0
5/27/22,AS,6130,31
8/30/21,CO,616667,7129
9/21/20,TX,698387,16380
2/11/20,WV,0,0
7/20/21,AR,367007,6007
4/4/20,WV,282,2
4/10/22,WA,1468914,12566
1/26/21,UT,338675,1613
12/30/20,MP,122,2
3/27/20,IN,981,0
5/24/20,PA,71539,5139
2/25/22,ND,237802,2187
5/25/22,RMI,17,0
1/16/21,TN,669655,8311
4/21/20,WA,12250,682
11/23/21,SD,163721,2318
6/4/21,WV,162232,2813
4/24/21,GA,1092852,19973
5/4/20,IN,20507,1256
4/27/22,NYC,2368804,40194
7/19/22,TX,7313068,87428
4/9/22,NYC,2322313,40105
2/3/21,SD,108639,1782
3/25/20,WA,2528,132
3/8/20,IN,2,0
5/15/20,UT,7012,78
1/6/22,PW,21,0
9/20/22,PW,5445,6
10/2/22,HI,347333,1674
5/10/22,OK,1043539,14346
7/1/21,CO,561204,6798
6/24/20,GA,69639,2698
9/9/20,RMI,0,0
11/3/20,NY,248091,9290
8/27/21,UT,459875,2623
2/7/20,GU,0,0
9/14/21,SD,138292,2092
2/4/20,GU,0,0
2/1/22,OH,2586903,33537
11/18/20,PR,47000,974
3/5/21,WA,342923,5041
10/7/20,RMI,0,0
8/9/22,NYC,2762579,41281
5/26/20,AR,6180,119
2/22/20,AK,0,0
11/14/20,HI,16379,221
3/14/22,FL,5828785,73313
6/4/20,OH,37282,2339
2/26/21,GA,1000822,17219
11/14/21,HI,82986,967
12/22/20,HI,20089,280
1/15/22,GA,2113319,31928
7/13/20,WV,4313,97
8/15/22,NYC,2779504,41366
1/19/22,AK,182285,1018
6/8/20,MA,99755,7557
11/8/20,MA,171399,10201
4/14/20,MP,11,2
6/5/22,AS,6192,31
12/13/20,ND,88067,1157
10/22/20,FL,756282,17444
1/4/21,AS,3,0
1/24/21,AR,284066,4606
12/30/21,TX,4561037,74491
8/9/21,NYC,992005,33616
11/24/20,RMI,4,0
7/15/21,AK,69320,374
9/1/21,UT,466107,2640
5/31/20,NM,7689,346
9/11/21,RMI,4,0
10/31/20,TN,257105,3341
2/3/22,GA,2394327,33294
12/8/21,KS,482232,6768
2/7/20,PA,0,0
8/31/21,ND,117955,1561
4/11/22,IA,760025,9454
11/24/20,NY,308726,9747
6/27/21,FL,2332570,37969
12/3/21,TX,4329541,72882
3/1/21,AS,4,0
2/12/22,HI,225523,1246
4/5/22,AL,1295175,19585
8/31/20,AR,61224,797
5/6/20,AK,372,10
7/25/20,PR,5941,189
7/16/21,SD,124822,2040
12/21/21,WA,807243,9725
2/12/20,MP,0,0
2/27/22,OK,1020367,12990
5/28/21,AS,0,0
9/17/21,MA,790953,18445
11/14/20,PR,44631,921
9/29/20,UT,72136,457
9/14/20,FL,654431,15297
6/17/20,FL,82942,3195
9/27/21,NM,250774,4763
9/6/22,OH,3074826,39490
11/7/21,GU,18688,249
10/4/20,AL,157771,4058
11/24/21,MA,904407,19329
10/20/21,GA,1622376,28234
11/23/20,KS,142059,1456
9/5/20,MS,89372,2942
9/6/21,CO,630608,7225
11/12/21,MP,381,3
4/15/21,MP,161,2
9/7/21,GU,11819,154
6/4/20,AK,518,14
10/26/20,TN,245783,3131
3/3/22,WA,1428235,11954
9/2/22,OK,1177281,14744
9/24/20,OH,147744,4715
5/23/20,OH,31408,1956
1/17/21,AR,271122,4311
6/17/20,MP,30,2
4/13/21,AS,0,0
6/23/22,WV,528651,7054
5/14/22,OH,2724041,38550
12/14/20,OK,263990,3690
9/19/22,OK,1192446,14784
5/8/20,KS,6501,152
8/2/21,MP,196,2
10/16/20,RMI,0,0
7/2/21,TX,2992614,51480
3/6/22,NYC,2282822,39905
8/13/22,IN,1859196,24262
6/13/21,FL,2308405,37611
4/4/22,PW,4070,6
7/2/21,GU,8378,140
7/10/20,IN,50300,2732
11/29/21,PA,1731154,33308
12/5/21,TN,1324173,17442
3/7/22,MP,10229,30
10/21/21,AR,508937,8237
2/2/22,MP,5314,23
3/30/21,TN,802848,11894
4/7/21,AK,61747,340
10/12/21,OH,1474723,23021
6/29/21,AS,0,0
3/2/20,GA,3,0
9/21/21,AR,486853,7499
4/13/20,UT,2392,18
12/7/21,HI,85464,1022
3/10/22,HI,231844,1342
1/1/21,MP,122,2
2/9/20,TX,0,0
3/25/21,AS,4,0
12/28/20,WA,238062,3195
5/13/21,WA,417980,5626
6/1/22,AL,1316651,19720
6/1/20,AS,0,0
9/2/21,WA,570274,6643
1/20/21,IN,598766,9759
3/9/21,GA,1026692,17978
7/4/20,TN,48364,633
8/24/22,WV,576423,7257
11/22/21,WV,289524,4757
3/1/22,NM,512120,6925
2/3/21,TX,2433110,41934
4/27/22,TN,2026866,26153
3/16/21,MA,604666,16760
12/28/21,PW,12,0
2/21/20,MS,0,0
10/12/21,UT,524556,3025
6/23/20,MP,30,2
5/28/21,GU,8160,139
1/19/21,OH,836055,10336
8/21/21,PA,1271038,28075
2/25/20,SD,0,0
12/17/21,HI,88019,1056
6/8/20,HI,669,17
9/24/21,WV,231668,3523
9/12/21,OH,1298625,21154
9/1/20,PA,140556,7691
3/11/20,AR,1,0
4/24/20,GA,21537,899
9/10/22,RMI,15132,17
7/19/21,AR,365132,6007
2/20/21,AS,4,0
3/11/22,IA,756778,9262
7/7/20,IN,48626,2701
6/17/20,SD,6050,78
6/2/21,NM,203222,4265
3/13/20,CO,53,0
4/7/20,AK,213,7
9/17/21,ND,125598,1586
12/14/21,OH,1796951,27594
7/17/21,FL,2429676,38717
7/9/20,IN,49575,2723
8/1/21,UT,433963,2461
5/22/21,WA,427417,5702
12/2/20,AK,33027,214
9/4/22,PW,5403,6
9/14/20,AS,0,0
12/4/20,NY,360714,10217
4/24/20,OH,15169,690
1/12/21,UT,309629,1422
2/10/22,HI,224138,1227
10/6/21,ND,136433,1634
5/7/21,PR,136317,2360
3/11/21,TX,2704344,47509
12/21/21,MS,524629,10387
10/24/20,MS,118047,3597
5/7/20,MS,10340,695
9/15/22,ND,267287,2364
1/4/22,KS,534399,7044
12/8/21,CO,860823,9495
6/6/21,NM,203614,4277
4/29/20,UT,4605,46
5/11/21,AR,337819,5770
1/14/21,PA,756322,18742
5/24/21,MP,181,2
2/13/20,HI,0,0
9/20/21,OK,598557,8718
3/21/22,OH,2666030,37608
3/13/20,FL,53,3
8/25/21,NYC,1024558,33777
4/23/22,NM,521018,7442
1/27/20,GU,0,0
3/15/20,AK,1,0
7/26/20,MS,58960,2123
5/14/21,AL,538962,11309
7/27/22,AL,1421985,20049
2/2/20,WA,1,0
11/19/20,AL,226146,5033
9/4/22,PR,932125,4996
2/4/20,NY,0,0
7/30/20,MA,109400,8611
11/16/21,FL,3697569,61961
2/10/22,TX,6423519,80310
5/28/20,GU,172,5
3/21/20,NYC,14243,83
1/15/21,AR,267635,4263
3/25/21,IN,682324,12956
8/31/22,RMI,15042,17
9/16/22,OK,1190969,14784
2/24/22,TX,6533512,83121
5/1/20,RMI,0,0
7/25/21,AK,71107,377
1/26/22,WA,1223026,10580
6/5/21,RMI,4,0
4/24/20,OK,3788,209
3/15/20,AS,0,0
6/9/21,OK,454216,7327
9/2/22,UT,1029759,4981
6/8/21,UT,408068,2316
8/26/22,CO,1630070,13151
6/22/20,MP,30,2
6/3/20,TX,68271,1998
11/19/20,MA,198550,10486
7/17/22,MA,1944319,21068
5/16/22,GU,48542,361
4/17/21,WV,148517,2780
10/26/21,PW,10,0
10/3/22,WA,1818704,14344
4/4/21,AL,515838,11021
4/23/21,NY,1104946,19288
9/13/21,PR,176984,3027
4/11/22,PA,2789746,44425
6/27/20,RMI,0,0
3/25/20,MP,0,0
8/2/20,NM,21016,625
1/22/21,NYC,567982,26456
10/27/20,WV,22706,432
1/3/21,NY,577232,12912
4/7/21,HI,30552,464
9/6/22,MP,13147,40
8/6/22,TN,2221906,27118
9/15/22,GU,58370,394
5/17/22,GA,2530918,38086
4/1/20,TX,3996,122
8/13/22,GU,56625,385
6/13/21,SD,124356,2026
3/26/20,PA,1749,16
2/23/21,GU,7729,130
6/28/20,CO,32806,1676
1/28/22,TN,1840825,22452
6/23/22,GU,51234,371
8/10/21,SD,126330,2050
3/8/20,GU,0,0
11/8/21,IN,1035141,16915
9/20/22,MA,2030335,21588
5/5/20,NYC,182424,19677
4/2/21,SD,118186,1938
